draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,eta.1,eta.2,eta.3,eta.4,eta.5,eta.6,eta.7,eta.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
20,-40.02857467475828,0.7912502137751244,0.45611429717578444,3.0,7.0,0.0,45.70545476350259,13.682372897796924,12.852222904913926,1.9856192178668473,-0.7137622069475977,-1.0067630742618419,0.30980312440473545,-1.35220745187987,-1.9934335913515886,-0.04532342999180661,-0.8823380665084918,39.2019936901025,4.508941913003094,0.7432294549473202,17.664031709285364,-3.6964986874488375,-11.93767996439679,13.099866072726964,2.342367389539019
21,-36.047287272127825,1.0,0.37403654628219746,3.0,7.0,0.0,39.61185444932721,16.65978658002867,10.2391472390101,1.5498871105554175,-0.5625263235762384,-0.7468786368458131,-0.3992751432902155,-0.9267564521984386,-0.6495684041896963,0.24001467263375026,-0.34901761275692933,32.529308908849515,10.899996727112526,9.012386247693236,12.571549599003298,7.170590811266232,10.008760047721545,19.117332152648444,13.08614385400266
22,-38.58582599930112,0.9209208619768902,0.31894884500949744,4.0,15.0,0.0,42.11538472326835,6.686220585130805,2.9614077591083774,2.120367707016671,0.23677486310817486,-0.1360639920795529,-0.5283607203398077,0.30864103549057037,-0.9375816806763366,-0.23816457092019014,0.521658068234684,12.965493964852811,7.387407501901178,6.283279623251156,5.121529048308407,7.600232542411824,3.9096589211780284,5.980918176863036,8.231062836002485
23,-36.31414032616435,0.9899808446771774,0.3791438206322386,3.0,7.0,0.0,38.99645594083431,3.1162518081770703,5.194970453509727,0.12419915293811934,-0.37328291777776784,0.12262521051374227,0.10187083107972592,-0.6930667727256916,0.2586013910344654,0.9030691629009788,-0.4142135164831963,3.761462738041536,1.1770580795216654,3.7532861536513717,3.645467765710727,-0.48420959844223876,4.459678393837633,7.807669426923418,0.964424828602501
24,-42.22646229159205,0.9005145312542876,0.45611429717578444,3.0,7.0,0.0,45.789133351595375,17.625289078981055,6.139640629551882,2.193583317455668,-0.4551293870768903,-1.0270559859818311,-0.39496089748885804,-0.6375678436872747,-1.3174311427421685,-1.9149212818440546,-0.08685303919518705,31.093102339139076,14.830958202380735,11.319534418622537,15.200371105674186,13.710851641782881,9.536735308364273,5.868360574577727,17.092042630738224
25,-37.56547091937866,0.2961310675216351,0.37403654628219746,4.0,15.0,0.0,42.687034739748,16.793597819412522,11.026686403865288,-1.1756161469260455,-0.37396690612524036,-0.9116395535785697,-1.2795016233408811,-1.0876114463144808,-0.6832465120056538,-0.4446816326667217,-0.049857156750698114,3.8304472359385997,12.669982020145767,6.741234348741887,2.6849346655960638,4.800847471648375,9.259652794991398,11.890232906437763,16.243838586934217
26,-40.20719047024918,0.6848480894044484,0.31894884500949744,4.0,15.0,0.0,44.16208573282292,7.888009681342679,1.6662331874179626,2.2928822014624934,0.05603113740593113,0.08488660053281114,-0.26830119313977124,0.20058845880222503,-1.1494021774672623,-0.5235060902304987,0.9899415190763129,11.708486100259446,7.981370622017218,8.02945055231754,7.440957329109356,8.222236828411967,5.972837627556256,7.0157264599852,9.537483094030584
27,-37.43815371189563,0.9729639001164614,0.3791438206322386,3.0,7.0,0.0,40.88960783917829,9.349609805076911,6.440095386897437,1.193775650154917,0.815985113816865,-1.0174567539506163,0.06330067600718274,-0.22897871559733918,0.1793385725838511,-0.06861917546493107,-1.38376523875657,17.037638862630082,14.604631772345883,2.797091257591906,9.757272196618258,7.874965035060787,10.504567319066942,8.907695769712502,0.4380296744116947
28,-40.04989518653857,0.9620845929539646,0.45611429717578444,3.0,7.0,0.0,46.63528045108611,6.7164371690968405,9.053478704818724,-0.8292268928006504,1.3793096635921824,-0.6659897931346865,-0.2848818310146389,-1.6861623089813027,0.7930859323694617,0.8385483574621754,0.7670663435291296,-0.7909508463368473,19.203987835779344,0.6869127593253284,4.1372655786160415,-8.549197388133354,13.896623768895065,14.308216866341365,13.661055975420979
29,-37.63918820143944,0.5985469526130703,0.37403654628219746,3.0,7.0,0.0,41.89676415088679,20.437504496988097,12.866996528447782,-1.1566908254590214,-0.1905815446240556,-0.6778200667366171,-0.9003497907380436,-1.1539410956476015,-0.385475754300284,0.0009792584908407398,0.24873573516876502,5.554367661319471,17.985292423924157,11.715996051375802,8.852706865173005,5.589748425257179,15.477589304605551,20.4501046125902,23.637986337905502
30,-42.494995642159616,0.961866589231118,0.31894884500949744,3.0,7.0,0.0,46.18278146144967,12.424993616504294,4.17029572135485,2.12146172224095,-0.12442202502020516,0.9429530922850585,-0.6218460369230154,0.7394614054683715,-1.0731415736621883,-1.2205195682470527,1.6062112494904117,21.27211635978382,11.906116977920226,16.357386862699,9.831711749382773,15.508766351836087,7.949675903452859,7.335066083213741,19.123369517846186
31,-39.137681168400405,0.7211162461471473,0.3791438206322386,4.0,15.0,0.0,40.670916193619824,7.011948231323251,6.316789731529774,-0.3909112349607269,-1.120077194329406,0.5650729764617474,1.1285640184432246,-0.8007918825231426,-0.4037696890392094,0.42871652992064424,1.8342769926149955,4.542644156383709,-0.06334388833741933,10.581395406601782,14.14084983439939,1.9535142907086671,4.461420005697403,9.720060405263053,18.59869030305497
32,-40.83964621264029,0.35942969547033726,0.45611429717578444,3.0,7.0,0.0,48.77207204157913,8.623460103132278,1.950763467946557,-0.8143969181416028,-0.06015030339222727,0.3326001503066691,0.6784786224440653,-0.24432515909854813,1.5824125807749618,1.8754110503958177,-1.1536095064235752,7.034764346813376,8.506121088688818,9.272284325784062,9.947011413578865,8.1468395084626,11.710372756927104,12.281943467627718,6.373040821725308
33,-37.42683890473269,0.6966634605720363,0.37403654628219746,3.0,7.0,0.0,40.42672652519288,17.615349280453643,12.322200061716096,1.7523835628247546,-0.6765759407442336,-0.9245941606027409,0.10244761957574311,-0.3943683931329007,-0.9481266371452549,0.22313728758727602,-0.5985691066182409,39.20857012644311,9.278445181659423,6.222315057612207,18.87772934471253,12.755863042252535,5.932343173707709,20.36489157933274,10.239660997941005
34,-43.104121191663936,0.985405856945837,0.31894884500949744,4.0,15.0,0.0,48.73287380092739,8.81316329064997,2.458184823704286,-1.5984638388414276,0.9581024370011255,-2.6473299733608617,0.4509448614007635,0.3596709002549464,-0.44716296969128544,1.6886892944614544,-0.2411530492977773,4.883843740769878,11.168356160840228,2.3055369267968278,9.921669105272759,9.697300839184736,7.713954064832312,12.964273686247015,8.220364524676162
35,-42.51273782911595,0.9652494368478851,0.3791438206322386,3.0,7.0,0.0,43.47450266350915,9.094525213408922,3.8136778714441943,-0.37155026376687544,-1.236935721205663,1.008257464255148,1.9352976386448968,-1.1325618877425638,-0.84401999174034,1.055996680285976,2.048474126694806,7.677552194351935,4.377250825048019,12.939694393557215,16.47512699256717,4.775299004084042,5.875704847852275,13.121756385334077,16.906745660610873
36,-37.356152246934094,0.2781128609461548,0.45611429717578444,3.0,7.0,0.0,47.75372118642,13.282464054735478,12.953035701783255,-0.4331085779918133,-0.24887407466439945,-1.649302033754377,0.05028251019551194,-1.2638688689865016,-0.12785562061161204,1.1263985863199304,-0.473608006792485,7.6723931812589425,10.058789280359239,-8.081004071508698,13.933775204473225,-3.088474527619102,11.626345636279611,27.872745157775725,7.147802634102013
37,-40.093525873663864,0.7691248152933539,0.37403654628219746,4.0,15.0,0.0,43.003196175647574,5.734028620897389,1.1497404818037564,-1.166307992105493,0.9829420792016189,0.9034189963739327,0.8313484573450829,0.1847869860344677,0.8402175403730356,0.1481282060386724,1.121861945737832,4.393077108122448,6.864156920623844,6.772726013059021,6.689863596792135,5.946485699251721,6.70006074058585,5.904337615877019,7.023878714907304
38,-40.04846210905904,0.9873723517417428,0.31894884500949744,4.0,15.0,0.0,47.986722579061954,9.76770587819293,10.094828831500632,2.597883818437008,0.09613209862861122,0.23206534000273127,0.8147755372971504,0.16795885872104008,-1.4561951238173585,0.1068795796238326,0.8127964908658447,35.99289834943979,10.738142959061696,12.110365763244499,17.99272546330162,11.463221807716026,-4.932334642009174,10.846636940078263,17.972747328327998
39,-38.9084894205205,0.966070108125902,0.3791438206322386,3.0,7.0,0.0,49.343635299681125,1.7610854789281953,6.365476261774266,0.23513495010045504,-0.6509651489576074,-1.3332111985583908,1.0283332033251742,0.9533004837273649,-0.41302416982688506,1.141276737156198,-0.5057248976411357,3.2578314221061184,-2.3826177240038033,-6.725438757426859,8.306916073888882,7.829297078432662,-0.8680100696438648,9.025855457411163,-1.4580943519946747
40,-37.04869346200324,0.6023043145925671,0.45611429717578444,3.0,7.0,0.0,42.38026161548892,8.595525878982391,4.301276884142468,-0.7413329717870208,-0.8595851972878981,0.4479527057639532,-0.8632448789937381,-0.6488853217655208,0.04064959677673902,0.4581490114635221,0.21284920110940325,5.406847503982238,4.898211939936912,10.522294497473956,4.882470635612263,5.804490444013009,8.77037104994789,10.566151631483162,9.51104922752246
41,-39.51266601471348,0.9459347347168505,0.37403654628219746,3.0,7.0,0.0,45.72783098243028,5.197377695566505,1.1142797985948951,-0.05104229344189071,0.29555713337978606,1.0493652539658924,-0.27837085113919746,-0.8824075675350831,0.7711392999478813,-1.2507980516275512,0.49468621960132714,5.140502299110254,5.526711038622218,6.366664199408101,4.8871946796244305,4.214128768934901,6.056642639401039,3.8036386945160703,5.748596556711542
42,-42.05314285498989,0.937161672873996,0.31894884500949744,4.0,15.0,0.0,46.35826707547651,10.748817998921453,3.6912373630937947,-1.656464076331938,-0.5667576327741998,-1.0072275325918136,-1.4255018004388489,-2.221712876080821,0.3972408902113945,-0.5830616245175024,0.9439835121976827,4.634415909742351,8.656781049006735,7.0309020974817775,5.486952491984099,2.547948420665353,12.215128415018393,8.596599145516283,14.233285209290045
43,-41.90308366679794,0.9424811506937597,0.3791438206322386,3.0,7.0,0.0,47.550851434244066,0.21463257727383178,10.527498456912099,0.31798618175047055,-0.07050079562202571,-1.5566021534251764,1.4832606103064905,1.4539563380673277,-1.0410869564452216,0.781365872514852,-0.08645236895345693,3.5622316149712807,-0.5275644398481192,-16.172494190935762,15.829656363473909,15.521155682695191,-10.745408750214551,8.440460594457713,-0.6954946034800814
44,-39.266875941795675,0.8651754601420379,0.45611429717578444,3.0,7.0,0.0,41.844673117424435,9.105996767706332,9.862252883737993,1.237676236416104,1.2487152330935394,-1.7030538236301096,-0.9967721451204962,-0.7499649290830497,-0.33662126911605733,1.5616254591532903,-0.4620013269495697,21.31227279943504,21.421142176250648,-7.689950715550731,-0.7244221949379863,1.7096529831546654,5.786152685638952,24.507141955559536,4.549622848707159
45,-36.008503195318426,0.947598959882322,0.37403654628219746,3.0,7.0,0.0,44.22775109446466,12.902663287111201,7.724885924726237,0.0630169430449552,-0.13014252188844463,-0.40533938808159076,-0.3467789690140667,-0.16739730050238344,-0.8441129229193458,1.2155838043479836,0.1281928696339103,13.38946198345845,11.89732715156678,9.771462753382576,10.223835310383361,11.609538236623171,6.381987249972023,22.29290950764411,13.89293858139646
46,-40.25739519941553,0.9917422355189721,0.31894884500949744,4.0,15.0,0.0,46.21810970113216,2.3314065421712584,4.384793003393336,2.1051549823846085,0.36586761840785786,1.3253451374125895,1.3008417054206034,0.30444207502827286,-0.908579808136798,0.9866619165962667,-0.5460388589731711,11.562075379989912,3.935660315534217,8.142770627779361,8.035328150621776,3.6663220226937785,-1.6525278435714332,6.657714810777228,-0.06286082623518263
47,-43.27550793524035,0.9694114670363666,0.3791438206322386,3.0,7.0,0.0,49.673880866096425,9.861591870851257,0.3893432365487317,0.28198096459026106,1.5884478929751338,-0.08131903957807018,0.6854327099220141,0.8989961385048619,-2.4269185338470054,0.7485526664877087,0.23226474125232865,9.971379252249962,10.480043314591208,9.829930852788896,10.128460460568661,10.211609937061551,8.916687554043161,10.153035788748765,9.952022576946591
48,-39.266875941795675,0.016525227679349264,0.45611429717578444,3.0,7.0,0.0,44.469732562974244,9.105996767706332,9.862252883737993,1.237676236416104,1.2487152330935394,-1.7030538236301096,-0.9967721451204962,-0.7499649290830497,-0.33662126911605733,1.5616254591532903,-0.4620013269495697,21.31227279943504,21.421142176250648,-7.689950715550731,-0.7244221949379863,1.7096529831546654,5.786152685638952,24.507141955559536,4.549622848707159
49,-35.59541696729172,0.926332578932601,0.37403654628219746,3.0,7.0,0.0,41.558255878125564,9.700270670500167,9.756829161242653,0.4843211941674379,-0.4081686695480172,-0.9569033186213228,-0.545274412310444,0.22607742509183254,-1.0253595244157494,0.7465538788690647,-0.1672375341612164,14.42570982116089,5.717838692748456,0.36392846688577585,4.380121383590177,11.906069484334811,-0.30398703807731486,16.984269326288672,8.068562620341696
50,-43.14929992819154,0.7190055513436017,0.31894884500949744,3.0,15.0,0.0,46.92433816597384,10.729949121782878,1.5605363337141103,1.1451961440737217,0.5281480937746246,1.6945698836921002,1.0893421648571684,0.5078170931382546,-1.3196080559040464,2.268664703705426,0.027972745176534475,12.51706931383922,11.554143411700027,13.374386995302094,12.429907149889276,11.522416146506208,8.670652804282774,14.270282820929953,10.773601606984586
51,-46.639035137648335,0.9582185367364034,0.3791438206322386,4.0,15.0,0.0,48.96362572049585,15.359122361718695,1.246657215620388,1.0112921511388966,-0.764090442142245,-0.7283623501355865,0.037092341615044155,-1.6818141730559777,2.3335400265505752,1.4855956163762292,1.9771361416476023,16.619857019036264,14.406563498635492,14.451104182335943,15.405363797037346,13.262476587545825,18.26824687375696,17.21115085636814,17.823933398967533
52,-37.47117436922874,1.0,0.45611429717578444,3.0,7.0,0.0,41.61467172508052,5.5517576858325945,7.142364346509502,2.1350089598104387,-0.09200398840954205,-0.9206956156115673,-0.29086576561872846,0.15952282524665726,-0.8854199468963693,0.2755649404942643,-0.6743096405582045,20.80076955986101,4.894631679279608,-1.0241858530990813,3.474288411857199,6.691127825328785,-0.7722341745683696,7.51994289196684,0.7355925506020373
53,-37.37599350857565,0.9452664189127425,0.37403654628219746,3.0,15.0,0.0,40.348066855091176,5.303050149062035,7.752833796207252,1.2616979704069367,0.16218053424120624,0.8007857919000548,0.9845573102268846,0.7004454393302421,-0.2964169048628269,1.177727359987178,-0.4854511037379688,15.084784814639033,6.560408876014207,11.511409300027367,12.936159338091935,10.733487223500774,3.004979151274361,14.433774628288575,1.5394284255961983
54,-40.69054876513043,0.9951799848849409,0.31894884500949744,4.0,15.0,0.0,47.937999632516565,12.96415093278026,1.0718878947079107,0.2064142044675386,0.28904305199899005,-2.133808048030877,-0.7674543578941998,-0.35839979663762905,-0.2715969454456407,-0.2716277562680106,-0.8613140114780489,13.185403819844778,13.273972681267407,10.676947916465647,12.141525896812634,12.579986529298608,12.673029454717433,12.672996428969908,12.040918870334629
55,-40.75508738555869,0.8284782507939692,0.3791438206322386,4.0,15.0,0.0,51.31004983019671,9.359886693186358,7.982400903592514,-1.1709234829806134,-0.5481547116504177,-2.321027424547028,0.33398142331168157,-1.4051992721803286,0.6617056103759932,0.441632043368246,0.8649842133067811,0.01310602460421606,4.984296027599569,-9.167484717780845,12.02586030841264,-1.8569772467934396,14.64188615536392,12.885170715224453,16.264537459079666
56,-39.34651985677111,0.8573262705549295,0.45611429717578444,3.0,7.0,0.0,43.979504170779975,2.654826237177615,9.26782506528902,-1.0447140344290509,0.2959121849779281,0.5243626003498238,1.0699685565194699,-0.42830755036903273,0.8096209816976587,0.3147532414403705,1.3372391115418192,-7.027400677163159,5.397288602240498,7.514527087999841,12.57110764435987,-1.3146532137850464,10.15825186473908,5.571904217579647,15.048124393409706
57,-40.523818418603405,0.9356711789758589,0.37403654628219746,4.0,15.0,0.0,43.31796192487307,8.541490999740985,2.7598123082801527,-1.0555192234800341,-2.3524680040924126,-0.6035483527733823,-0.4107702238718028,-0.905868304888098,0.38426003137584186,0.5686681999963599,0.66762051626137,5.628456055154477,2.0491208472114995,6.875810827114792,7.40784228002459,6.041464502229934,9.601976563912151,10.110908497418459,10.383998317779463
58,-36.612769921594314,0.9979461789461782,0.31894884500949744,4.0,15.0,0.0,42.51338656509922,10.327630298867923,19.086487207176727,-0.265241243048456,-0.6140686305295018,0.7306888295129772,-0.24725997339320882,-0.15196467828314014,-0.7340970076030767,0.7508746409265488,0.08992955592469576,5.265106706607916,-1.3927827620619446,24.2739132957943,5.608305979851585,7.427158410874042,-3.683702845574917,24.659189527105916,12.044069617571713
59,-41.057256217284575,0.9562384045550266,0.3791438206322386,3.0,7.0,0.0,44.91852551142995,9.05449694891256,4.7386518235727975,-1.470542990449394,-0.3533992197202153,-2.2511936284025316,-0.3173989449773351,-1.641787040234566,0.3539695038287927,0.09164190907105885,1.0082779094077188,2.086105725577344,7.379861091936157,-1.6131258435325595,7.5504538594956285,1.2746397967868477,10.731835183720026,9.488756048447826,13.832374902995614
60,-39.79333774202769,0.9769758968493439,0.45611429717578444,3.0,7.0,0.0,43.529768883694395,3.446165626096932,3.2693116772723547,0.07500200925298472,0.21555223988502722,1.4643967944142122,-0.8656423514401914,-0.8688379050581299,0.3618216495403373,0.17000632536638105,1.738123360419709,3.6913705707666042,4.150873081015264,8.233735166235519,0.6161109781920149,0.6056637174335386,4.6290733700291025,4.001969290827406,9.128632624856952
61,-44.123260590122065,0.942887438688402,0.37403654628219746,3.0,7.0,0.0,46.54256452145354,11.778271380856992,2.933841298631485,-0.6303868459882868,-2.1149039117041473,-1.599702877720514,1.491280991925249,-1.007976538908107,1.4880361291088262,-0.2493482875918513,1.3764104300105022,9.92881641798251,5.573478942062089,7.084997012660915,16.153453142831413,8.821028182956763,16.1439332302922,11.046723076976978,15.816441144288925
62,-36.565404259025215,0.9453334215564232,0.31894884500949744,3.0,15.0,0.0,39.869682570437654,10.467768329070973,17.87867839204965,-0.1732099296950027,-1.0167263204633799,0.66440736963454,-0.3897953080869896,-0.429354023411806,-0.44173042269964824,0.4100648955231571,0.3408168664558258,7.371003701744488,-7.709954567225806,22.346494012074565,3.498743377053776,2.791485828158737,2.5702121656398136,17.79918671599894,16.561123475020818
63,-36.00570377174178,0.9422063627193362,0.3791438206322386,3.0,7.0,0.0,47.249339898757626,9.386674543336554,7.084431768413632,1.0310508062239183,-0.4519340833807065,0.19781221565217277,-0.05357284244125751,0.23648853635782707,-0.24124369415596952,-0.41342948342762653,0.3377071564623836,16.691083629797767,6.184978365805382,10.788061688083095,9.00714139642149,11.062061443175587,7.6776000525285415,6.457761576943039,11.779137850999296
64,-39.49641907294945,0.9705246857877772,0.45611429717578444,3.0,7.0,0.0,42.29723211712151,4.045472532271983,11.516692934705805,-0.12298134882178575,0.288728738285076,0.8787346674188445,-0.9629916426025913,-0.2697494714080949,-0.033004066003315985,-0.3956365226490074,1.705403954204724,2.629134101195533,7.370672752526239,14.165589868015646,-7.045006514270018,0.9388507007657507,3.6653748385150298,-0.5109518128314132,23.68608620248087
65,-41.45737482323105,0.9971218787692412,0.37403654628219746,4.0,15.0,0.0,49.99102754396064,6.110033713435695,5.877716306638317,2.0480926828544304,0.16139655595977354,-1.172116243396144,-0.13343639513506522,-2.447876356018675,0.7073342758560124,0.8375061381034983,-1.2060955646500011,18.1481414729558,7.058676882235719,-0.7793330436494674,5.325732437851288,-8.277889060969652,10.267543920878785,11.032657198276308,-0.9790538542717648
